"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"58015","Olivehurst Public Utility District Fire Department","1962 9TH AVE",,"Olivehurst","CA","95961",,,"PO Box 670","Olivehurst","CA","95961-0670","530-743-7117","530-743-8194","Yuba","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.opud.net/","1","5","25","0","1","2","No"
"36170","Ontario Fire Department","415 E B ST",,"Ontario","CA","91764-4107","415 E B ST",,,"Ontario","CA","91764-4107","909-395-2002","909-395-2556","San Bernardino","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"10","173","0","0","25","6","Yes"
"36275","Ontario International Airport Fire Rescue","1230 Tower ST",,"Ontario","CA","91761","1230 Tower ST",,,"Ontario","CA","91761-2400","909-975-5570","909-937-2819","San Bernardino","Career","Regional/metropolitan transportation authority or airport fire department","https://www.lawa.org/welcomeLAWA.html","1","61","0","0","3","0","No"
"29025","Ophir Hill Fire Protection District","12668 Highway 174",,"Cedar Ridge","CA","95924",,,"PO Box 940","Cedar Ridge","CA","95924-0940","530-273-8351","530-273-0453","Nevada","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.ophirhillfire.org/","1","6","0","18","1","0","No"
"30065","Orange County Fire Authority","1 Fire Authority RD",,"Irvine","CA","92602",,,"PO Box 57115","Irvine","CA","92619-7115","714-573-6199",,"Orange","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ocfa.org/","79","1152","171","0","330","1","No"
"10065","Orange Cove Fire Protection District","550 Center ST",,"Orange Cove","CA","93646-2251","550 Center ST",,,"Orange Cove","CA","93646-2251","559-626-7758","559-626-3909","Fresno","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","3","0","24","1","0","Yes"
"30060","Orange Fire Department","176 S Grand ST",,"Orange","CA","92866-1535","176 S Grand ST",,,"Orange","CA","92866-1535","714-288-2500","714-744-6035","Orange","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityoforange.org/","8","124","0","0","12","0","No"
"11035","Ord Fire Protection District","3221 Highway 45","PO Box 5","Glenn","CA","95943-0005",,,"PO Box 5","Glenn","CA","95943-0005","530-934-3355",,"Glenn","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","1","0","6",
"12085","Orick Volunteer Fire Department","101 Swan RD",,"Orick","CA","95555",,,"PO Box 96","Orick","CA","95555","707-488-3093",,"Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","9","0","0","0",
"04020","Oroville Fire Department","2055 Lincoln ST",,"Oroville","CA","95966-5325","2055 Lincoln ST",,,"Oroville","CA","95966-5325","530-538-2480","530-538-2477","Butte","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityoforoville.org/index.aspx?page=152","1","19","0","0","3","0","Yes"
"56010","Oxnard Fire Department","360 W 2ND ST",,"Oxnard","CA","93030-5650","360 W 2ND ST",,,"Oxnard","CA","93030-5650","805-385-7722","805-385-8009","Ventura","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.oxnard.org/fire-department/","8","110","0","0","18","0","Yes"
"27065","Pacific Grove Fire Department","600 Pine AVE",,"Pacific Grove","CA","93950","600 Pine AVE",,,"Pacific Grove","CA","93950","831-648-3110","831-648-3107","Monterey","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.pgfire.com","1","18","0","35","1","0",
"44045","Pajaro Valley Fire Protection District","562 Casserly RD",,"Watsonville","CA","95076-9771","562 Casserly RD",,,"Watsonville","CA","95076-9771","831-722-6188","831-722-7333","Santa Cruz","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://pajarovalleyfire.com/","1","10","0","0","0","0","Yes"
"37113","Pala Fire Department","34884 Lilac Extension RD",,"Pala","CA","92059","34884 Lilac Extension RD",,,"Pala","CA","92059-2903","760-742-1632","760-742-4205","San Diego","Mostly volunteer","Tribal government (includes Native American and Alaska Native tribal fire departments)","http://www.palatribe.com/public-safety/pala-fire-department/","1","14","15","0","0","0",
"33105","Palm Desert Fire Service","44-400 Town Center WAY",,"Palm Desert","CA","92260","44-400 Town Center WAY",,,"Palm Desert","CA","92260","760-346-0508","760-568-9981","Riverside","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","55","7","0","2","1",
"33065","Palm Springs Fire Department","300 N El Cielo RD",,"Palm Springs","CA","92262-6968","300 N El Cielo RD",,,"Palm Springs","CA","92262-6968","760-323-8181","760-778-8430","Riverside","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.palmspringsca.gov/government/departments/fire-department","5","66","0","0","7","0","Yes"
"12991","Palo Verde Volunteer Fire Department","2729 Island Mountian RD",,"Garberville","CA","95542",,,"PO Box 1381","Redway","CA","95560-1381","707-923-5008",,"Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","10","No"
"37117","Palomar Airport Fire Rescue","2198 Palomar Airport RD","STE 102","Carlsbad","CA","92011-4450","2198 Palomar Airport RD","STE 102",,"Carlsbad","CA","92011-4450","760-603-9385",,"San Diego","Career","Contract fire department","https://protecfire.com/","1","3","0","0","0","0","No"
"04030","Paradise Fire Department","767 Birch ST",,"Paradise","CA","95969-4634","767 Birch ST",,,"Paradise","CA","95969-4634","530-872-6265","530-877-5957","Butte","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.townofparadise.com/","2","15","9","0","2","4","No"
"26042","Paradise Fire Protection District","5300 Old Sherwin Grade",,"Bishop","CA","93514-7114","5300 Old Sherwin Grade",,,"Bishop","CA","93514-7114","760-387-2255","760-387-2255","Mono","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.paradisefire.net/","1","0","12","0","0","4","No"
"19260","Paramount Fire Department","5555 Melrose AVE BLDG 137","SEC","Los Angeles","CA","90038-3989","5555 Melrose AVE BLDG 137","SEC",,"Los Angeles","CA","90038-3989","323-956-5221","323-862-0103","Los Angeles","Mostly volunteer","Private or industrial fire brigade",,"1","3","0","18","0","0","No"
"19145","Pasadena Fire Department","215 N Marengo AVE, STE 195",,"Pasadena","CA","91101-1530","215 N Marengo AVE, STE 195",,,"Pasadena","CA","91101-1530","626-744-7177","626-585-9164","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofpasadena.net/Fire/","8","170","0","0","22","1","Yes"
"40050","Paso Robles Department of Emergency Services","900 Park ST",,"Paso Robles","CA","93446-2541","900 Park ST",,,"Paso Robles","CA","93446-2541","805-227-7560","805-237-4138","San Luis Obispo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","33","0","0","2","0","Yes"
"50130","Patterson Fire Department","344 W Las Palmas",,"Patterson","CA","95363",,,"PO Box 565","Patterson","CA","95363-0565","209-895-8130","209-895-8139","Stanislaus","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.patterson.ca.us/214/Fire-Department","2","15","30","0","3","0","Yes"
"36412","Patton State Hospital Fire Department","3102 E Highland AVE",,"Patton","CA","92369-7813","3102 E Highland AVE",,,"Patton","CA","92369-7813","909-425-7194",,"San Bernardino","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","1","6","0","0","0",
"37215","Pauma Fire Department","800 Pauma Reservation RD",,"Pauma Valley","CA","92061",,,"PO Box 369","Pauma Valley","CA","92061-0369","760-742-1488","760-304-6797","San Diego","Mostly career","Tribal government (includes Native American and Alaska Native tribal fire departments)","https://www.paumatribe.com/pauma-fire-department.html","1","12","2","0","0","0","Yes"
"29030","Peardale - Chicago Park Fire Protection District","18934 Colfax HWY",,"Grass Valley","CA","95945",,,"PO Box 697","Chicago Park","CA","95712-0697","530-273-2503","530-273-4834","Nevada","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.pcpfire.org/","2","2","0","15","1","0","No"
"27115","Pebble Beach Fire Department","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","Monterey","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://pbcsd.org/about/fire-protection-and-emergency-medical-services/","2","25","0","0","3","0","Yes"
"33067","Pechanga Fire Department","48240 Pechanga RD",,"Temecula","CA","92592-2984","48240 Pechanga RD",,,"Temecula","CA","92592-2984","951-770-6001","951-693-1413","Riverside","Mostly career","Tribal government (includes Native American and Alaska Native tribal fire departments)","https://www.pechanga-nsn.gov/index.php/tribal-government/services/pechanga-fire-department","2","30","0","15","3","0","Yes"
"08410","Pelican Bay State Prison","5905 Lake Earl DR","PO Box 7000","Crescent City","CA","95531",,,"PO Box 7000","Crescent City","CA","95531-7299","707-465-9105","707-465-9184","Del Norte","Mostly volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","4","8","0","0","0","Yes"
"32070","Peninsula Fire Protection District","801 Golf Club RD",,"Lake Almanor","CA","96137-9524","801 Golf Club RD",,,"Lake Almanor","CA","96137-9524","530-259-2306","530-259-3707","Plumas","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.peninsulafire.net/","2","23","0","0","1","0","Yes"
"29065","Penn Valley Fire Protection District","10513 Spenceville RD",,"Penn Valley","CA","95946",,,"PO Box 180","Penn Valley","CA","95946-0180","530-432-2630","530-432-4561","Nevada","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.pennvalleyfire.com/","3","12","0","0","2","0","Yes"
"31075","Penryn Fire Protection District","7206 Church ST",,"Penryn","CA","95663",,,"PO Box 219","Penryn","CA","95663-0219","916-663-3389","916-663-1262","Placer","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://penrynfire.ca.gov/","1","7","9","0","0","0","Yes"
"33070","Perris Fire Services","410 W Graham AVE",,"Elsinore","CA","92530","410 W Graham AVE",,,"Elsinore","CA","92530","951-674-2161","951-674-8461","Riverside","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","55","20","0","0","0",
"49115","Petaluma Fire Department","198 D ST",,"Petaluma","CA","94952-3028","198 D ST",,,"Petaluma","CA","94952-3028","707-778-4390","707-762-4547","Sonoma","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://cityofpetaluma.org/","3","70","0","0","4","0","Yes"
"12090","Petrolia Volunteer Fire Department","98 Sherman ST",,"Petrolia","CA","95558",,,"PO Box 169","Petrolia","CA","95558-0169","707-629-3558","707-629-3587","Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","1","10","Yes"
"12150","Phillipsville Volunteer Fire Department","2973 ST HWY 254",,"Phillipsville","CA","95559",,,"PO Box 39","Phillipsville","CA","95559","707-943-3555",,"Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","10","0","0","4",
"01090","Piedmont Fire Department","120 Vista AVE",,"Piedmont","CA","94611-4031","120 Vista AVE",,,"Piedmont","CA","94611-4031","510-420-3030","510-420-3033","Alameda","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.piedmont.ca.us/","1","25","0","0","1","0","Yes"
"23055","Piercy Fire Protection District","80401 Highway 271","PO Box 206","Piercy","CA","95587-0206",,,"PO Box 206","Piercy","CA","95587-0206","000-000-0000",,"Mendocino","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","4","0","0","3",
"10160","Pine Ridge Volunteer Fire Department","38018 Glenwood LN",,"Shaver Lake","CA","93664-9702","38018 Glenwood LN",,,"Shaver Lake","CA","93664-9702","559-841-7774",,"Fresno","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://pineridgefire.org/","1","0","21","0","0","13","No"
"07075","Pinole Fire Department","880 Tennent AVE",,"Pinole","CA","94564-1724","880 Tennent AVE",,,"Pinole","CA","94564-1724","510-724-8972",,"Contra Costa","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","19","0","8","0","0",
"09090","Pioneer Fire Protection District","7061 MT Aukum RD",,"Somerset","CA","95684",,,"PO Box 128","Somerset","CA","95684-0128","530-620-4444","530-620-4317","El Dorado","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.pioneerfire.org/","6","6","12","0","1","0","Yes"
