,Unnamed: 0,FDID,Fire dept name,HQ addr1,HQ addr2,HQ city,HQ state,HQ zip,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County,Dept Type,Organization Type,Website,Number Of Stations,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Primary agency for emergency mgmt,Full_Address,Coordinates_Firestation,Latitude,Longitude
442,442,19100,Long Beach Fire Department,3205 N Lakewood BLVD,,Long Beach,CA,90808-1733,3205 N Lakewood BLVD,,,Long Beach,CA,90808-1733,562-570-2500,562-570-2506,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.longbeach.gov/fire/,23,380,0,0,114,0,Yes,"3205 N Lakewood BLVD, Long Beach, CA","(33.815836, -118.139533)",33.815836,-118.139533
443,443,23045,Long Valley Fire Protection District,44954 Willis AVE,,Laytonville,CA,95454,,,PO Box 89,Laytonville,CA,95454-0089,707-984-6055,707-984-6057,Mendocino,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,3,23,0,1,0,No,"44954 Willis AVE, Laytonville, CA","(39.687311, -123.484915)",39.687311,-123.484915
444,444,26035,Long Valley Fire Protection District,3605 Crowley Lake DR,,Crowley Lake,CA,93546,3605 Crowley Lake DR,,,Crowley Lake,CA,93546-9758,760-935-4545,760-935-4436,Mono,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,4,28,0,1,0,Yes,"3605 Crowley Lake DR, Crowley Lake, CA","(37.5695, -118.752672)",37.5695,-118.752672
445,445,32032,Long Valley Volunteer Fire Department,58880 Highway 70,,Cromberg,CA,96103,,,PO Box 30226,Cromberg,CA,96103-3226,530-836-2550,,Plumas,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,6,0,0,5,No,"58880 Highway 70, Cromberg, CA","(39.86777, -120.70223)",39.86777,-120.70223
446,446,30835,Los Alamitos Joint Forces Training Base Fire Department,4250 Constitution AVE,,Los Alamitos,CA,90720-5143,4250 Constitution AVE,,,Los Alamitos,CA,90720-5143,562-795-2144,562-795-2143,Orange,Mostly volunteer,State government (includes state forest fire agencies and state institution fire departments),,1,17,30,0,0,0,Yes,"4250 Constitution AVE, Los Alamitos, CA","(33.79416, -118.05725)",33.79416,-118.05725
447,447,19110,Los Angeles County Fire Department,1320 N Eastern AVE,,Los Angeles,CA,90063,1320 N Eastern AVE,,,Los Angeles,CA,90063-3244,323-881-2478,323-265-9948,Los Angeles,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://fire.lacounty.gov/,171,3550,0,75,800,0,Yes,"1320 N Eastern AVE, Los Angeles, CA","(34.05403, -118.17256)",34.05403,-118.17256
448,448,19105,Los Angeles Fire Department,"200 N Main ST, Room 1800",,Los Angeles,CA,90012-4110,"200 N Main ST, Room 1800",,,Los Angeles,CA,90012-4110,213-485-6003,213-485-9884,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.lafd.org,106,3346,0,0,334,0,,"200 N Main ST, Room 1800, Los Angeles, CA","(34.0531, -118.24241)",34.0531,-118.24241
449,449,24025,Los Banos Fire Department,333 7TH ST,,Los Banos,CA,93635-3746,333 7TH ST,,,Los Banos,CA,93635-3746,209-827-7025,209-827-7028,Merced,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.losbanos.org/city-government/departments/fire/,2,18,20,0,2,0,Yes,"333 7TH ST, Los Banos, CA","(37.066079, -120.842974)",37.066079,-120.842974
450,450,18025,Madeline Fire Protection District,711-900 Lassen ST,,Madeline,CA,96119,,,PO Box 98,Madeline,CA,96119-0098,530-640-2722,,Lassen,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,5,0,0,1,,"711-900 Lassen ST, Madeline, CA","(41.05201, -120.47791)",41.05201,-120.47791
451,451,20010,Madera City Fire Department,14225 Road 28,,Madera,CA,93638,14225 Road 28,,,Madera,CA,93638-5715,559-675-7799,559-673-2085,Madera,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofmadera.org/web/guest/fire,2,17,0,0,2,0,No,"14225 Road 28, Madera, CA","(36.954953, -120.036264)",36.954953,-120.036264
452,452,20015,Madera County Fire Department,"200 W 4TH ST, STE 1400",,Madera,CA,93637-3548,"200 W 4TH ST, STE 1400",,,Madera,CA,93637-3548,559-675-7799,559-673-2085,Madera,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.madera-county.com/firedepartment/,12,40,0,72,6,0,No,"200 W 4TH ST, STE 1400, Madera, CA","(36.961884, -120.063681)",36.961884,-120.063681
453,453,57055,Madison Fire Protection District,17880 Stephens ST,PO Box 12,Madison,CA,95653-0012,,,PO Box 12,Madison,CA,95653-0012,530-662-5745,,Yolo,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,18,0,0,0,,"17880 Stephens ST, Madison, CA","(38.680117, -121.971965)",38.680117,-121.971965
454,454,26030,Mammoth Lakes Fire Protection District,P.O. Box 5,3150 Main Street,Mammoth Lakes,CA,93546,3150 Main ST,,PO Box 5,Mammoth Lakes,CA,93546-0005,760-934-2300,760-934-9210,Mono,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,4,0,65,0,2,,"P.O. Box 5, Mammoth Lakes, CA","(33.698305, -117.2176205)",33.698305,-117.2176205
455,455,19120,Manhattan Beach Fire Department,400 15TH ST,,Manhattan Beach,CA,90266-4607,400 15TH ST,,,Manhattan Beach,CA,90266-4607,310-802-5203,310-802-5201,Los Angeles,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,30,24,0,3,1,Yes,"400 15TH ST, Manhattan Beach, CA","(33.887832, -118.40944)",33.887832,-118.40944
456,456,39050,Manteca Fire Department,1154 S Union RD,,Manteca,CA,95337,1154 S Union RD,,,Manteca,CA,95337-8343,209-456-8300,209-923-8936,San Joaquin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ci.manteca.ca.us/fire/,3,43,0,10,4,0,Yes,"1154 S Union RD, Manteca, CA","(37.786156, -121.233581)",37.786156,-121.233581
457,457,00MAB,March Field Fire Department,2685 Graeber ST,,March Air Reserve Base,CA,92518-2307,2685 Graeber ST,,,March Air Reserve Base,CA,92518-2307,951-655-2075,951-655-2563,Riverside,Career,Federal government (Executive branch agency fire department),,2,56,0,0,7,0,,"2685 Graeber ST, March Air Reserve Base, CA","(33.88832, -117.2445)",33.88832,-117.2445
458,458,21105,Marin County Fire Department,33 Castle Rock RD,,Woodacre,CA,94973,,,PO Box 518,Woodacre,CA,94973-0518,415-473-6717,415-473-6717,Marin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.marincounty.org/depts/fr,6,81,14,0,2,0,No,"33 Castle Rock RD, Woodacre, CA","(38.007229, -122.635738)",38.007229,-122.635738
459,459,27055,Marina Fire Department,211 Hillcrest AVE,,Marina,CA,93933-3534,211 Hillcrest AVE,,,Marina,CA,93933-3534,831-275-1700,831-384-5321,Monterey,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofmarina.org/,2,11,7,0,1,0,Yes,"211 Hillcrest AVE, Marina, CA","(36.681911, -121.803618)",36.681911,-121.803618
460,460,M2205,Marine Corps Mountain Warfare Fire Department,MCMWTC Fire Emergency Services,Highway 108 HC 83 Bldg 1035,Bridgeport,CA,93517,MCMWTC Fire Emergency Services,Highway 108 HC 83 Bldg 1035,,Bridgeport,CA,93517,760-932-1632,760-932-1636,Mono,Career,Federal government (Department of Defense fire department),,1,18,0,0,0,0,Yes,"MCMWTC Fire Emergency Services, Bridgeport, CA","(49.194282, -123.113909)",49.194282,-123.113909
461,461,21080,Marinwood Fire Department,777 Miller Creek RD,,San Rafael,CA,94903,777 Miller Creek RD,,,San Rafael,CA,94903-1323,415-479-0122,415-479-7759,Marin,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,11,20,0,0,0,Yes,"777 Miller Creek RD, San Rafael, CA","(38.027633, -122.552534)",38.027633,-122.552534
462,462,22025,Mariposa County Fire Department,4802 Highway 140,,Mariposa,CA,95338,,,PO Box 162,Mariposa,CA,95338-0162,209-966-4330,209-966-0252,Mariposa,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mariposacounty.org/index.aspx?NID=76,12,3,75,0,3,31,No,"4802 Highway 140, Mariposa, CA","(37.470686, -119.964383)",37.470686,-119.964383
463,463,22045,Mariposa Public Utility District Fire Department,4992 7TH ST,,Mariposa,CA,95338-0494,,,PO Box 494,Mariposa,CA,95338-0494,209-966-2515,209-966-6615,Mariposa,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,0,17,0,0,Yes,"4992 7TH ST, Mariposa, CA","(37.48611, -119.96568)",37.48611,-119.96568
464,464,02015,Markleeville Volunteer Fire Department,750 Hot Springs RD,PO Box 45,Markleeville,CA,96120-0045,,,PO Box 45,Markleeville,CA,96120-0045,530-694-2223,530-694-2491,Alpine,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,15,0,0,0,,"750 Hot Springs RD, Markleeville, CA","(38.690669, -119.795415)",38.690669,-119.795415
465,465,07120,Martinez Refining Company Fire Brigade,3485 Pacheco BLVD,PO Box 711,Martinez,CA,94553,,,PO Box 711,Martinez,CA,94553-0071,925-313-3427,925-313-3076,Contra Costa,Volunteer,Private or industrial fire brigade,,1,0,45,0,0,0,No,"3485 Pacheco BLVD, Martinez, CA","(38.013218, -122.106323)",38.013218,-122.106323
466,466,58010,Marysville Fire Department,107 9TH ST,,Marysville,CA,95901-5305,107 9TH ST,,,Marysville,CA,95901-5305,530-741-6622,530-741-1147,Yuba,Mostly career,Contract fire department,,1,14,0,7,1,0,Yes,"107 9TH ST, Marysville, CA","(39.14559, -121.585479)",39.14559,-121.585479
467,467,06030,Maxwell Fire Protection District,231 W Oak ST,,Maxwell,CA,95955,,,PO Box 651,Maxwell,CA,95955-0651,530-438-2320,530-438-2342,Colusa,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,3,25,0,0,0,Yes,"231 W Oak ST, Maxwell, CA","(39.276082, -122.194488)",39.276082,-122.194488
468,468,49930,"Mayacamas Volunteer Fire Department, Inc.",3252 Trinity RD,PO Box 225,Glen Ellen,CA,95442,3252 Trinity RD,,PO Box 225,Glen Ellen,CA,95442,707-938-0469,,Sonoma,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,19,0,0,0,,"3252 Trinity RD, Glen Ellen, CA","(38.39081, -122.47944)",38.39081,-122.47944
469,469,47048,Mayten Fire District,7427 HWY A-12,,Montague,CA,96064,7427 HWY A-12,,,Montague,CA,96064,530-459-5210,,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,9,0,0,6,,"7427 HWY A-12, Montague, CA","(41.62391, -122.40325)",41.62391,-122.40325
470,470,45975,McArthur Volunteer Fire Department,44283 Highway 299 E,,Mc Arthur,CA,96056,,,PO Box 670,McArthur,CA,96056-0670,530-336-5026,,Shasta,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,20,0,0,0,No,"44283 Highway 299 E, Mc Arthur, CA","(41.04996, -121.396825)",41.04996,-121.396825
471,471,47050,McCloud Volunteer Fire Department,319 Tucci AVE,PO Box 640,McCloud,CA,96057,,,PO Box 640,McCloud,CA,96057-0640,530-964-2422,530-964-3175,Siskiyou,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,0,18,1,1,Yes,"319 Tucci AVE, McCloud, CA","(41.258418, -122.138148)",41.258418,-122.138148
472,472,32035,Meadow Valley Fire Department,6913 Bucks Lake RD,,Meadow Valley,CA,95956,,,PO Box 130,Meadow Valley,CA,95956-0130,530-283-2620,,Plumas,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,12,0,0,0,Yes,"6913 Bucks Lake RD, Meadow Valley, CA","(39.938794, -121.059108)",39.938794,-121.059108
473,473,11565,"Mendocino National Forest Fire Service, USDA-",825 N Humboldt AVE,,Willows,CA,95988-9783,825 N Humboldt AVE,,,Willows,CA,95988-9783,530-934-7758,530-934-2326,Glenn,Career,Federal government (Executive branch agency fire department),https://www.fs.fed.us/r5/mendocino,1,160,0,0,0,0,,"825 N Humboldt AVE, Willows, CA","(39.530148, -122.213104)",39.530148,-122.213104
474,474,23050,Mendocino Volunteer Fire Department,44700 Little Lake RD,,Mendocino,CA,95460,,,PO Box 901,Mendocino,CA,95460-0901,707-937-0131,707-937-4138,Mendocino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mendocinofire.com/,3,0,35,0,2,15,Yes,"44700 Little Lake RD, Mendocino, CA","(39.310733, -123.794767)",39.310733,-123.794767
475,475,41050,Menlo Park Fire Protection District,170 Middlefield RD,,Menlo Park,CA,94025-3505,170 Middlefield RD,,,Menlo Park,CA,94025-3505,650-688-8400,650-323-9129,San Mateo,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.menlofire.org/,7,93,0,0,17,0,Yes,"170 Middlefield RD, Menlo Park, CA","(37.456328, -122.166709)",37.456328,-122.166709
476,476,24035,Merced County Fire Department,3500 N Apron AVE,,Atwater,CA,95301-5116,3500 N Apron AVE,,,Atwater,CA,95301-5116,209-385-7344,209-725-0174,Merced,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.co.merced.ca.us/,19,96,0,201,8,0,,"3500 N Apron AVE, Atwater, CA","(37.36846, -120.570137)",37.36846,-120.570137
477,477,37101,Mesa Grande Fire Department,2600 Mesa Grande RD,PO Box 270,Santa Ysabel,CA,92070,2600 Mesa Grande RD,,PO Box 270,Santa Ysabel,CA,92070,760-782-0795,760-782-0727,San Diego,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,3,1,0,0,0,,"2600 Mesa Grande RD, Santa Ysabel, CA","(33.180992, -116.769892)",33.180992,-116.769892
478,478,55015,Mi-Wuk Sugar Pine Fire Protection District,24247 Highway 108,,Mi Wuk Village,CA,95346,,,PO Box 530,Mi Wuk Village,CA,95346-0530,209-586-5256,209-586-0265,Tuolumne,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.mwspfire.us/,1,3,16,4,1,7,No,"24247 Highway 108, Mi Wuk Village, CA","(38.061192, -120.199208)",38.061192,-120.199208
479,479,27910,Mid-Coast Fire Brigade,38000 Palo Colorado RD,,Carmel,CA,93923,38000 Palo Colorado RD,,,Carmel,CA,93923,831-625-8175,831-625-8175,Monterey,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.midcoastfirebrigade.org/,1,0,23,0,0,0,Yes,"38000 Palo Colorado RD, Carmel, CA","(36.386275, -121.871555)",36.386275,-121.871555
480,480,,Midpines Volunteer Fire Department,6429 HWY 140,PO Box 321,Midpines,CA,95345-0321,6429 HWY 140,,PO Box 321,Midpines,CA,95345-0321,209-966-6239,209-966-0252,Mariposa,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,6,0,0,4,,"6429 HWY 140, Midpines, CA","(37.55163, -119.925771)",37.55163,-119.925771
481,481,18075,Milford Fire District,450-075 Laufman Grade RD,,Milford,CA,96121,,,PO Box 265,Milford,CA,96121-0265,530-253-3699,,Lassen,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,14,0,0,11,No,"450-075 Laufman Grade RD, Milford, CA","(38.022913, -77.373601)",38.022913,-77.373601
482,482,21040,Mill Valley Fire Department,1 Hamilton DR,,Mill Valley,CA,94941-1479,1 Hamilton DR,,,Mill Valley,CA,94941-1479,415-389-4130,415-389-4186,Marin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofmillvalley.org/Index.aspx?page=44,2,27,2,0,1,0,Yes,"1 Hamilton DR, Mill Valley, CA","(37.896411, -122.522288)",37.896411,-122.522288
483,483,45935,Millville Fire Protection District,23963 Whitmore RD,,Millville,CA,96062,,,PO Box 32,Millville,CA,96062-0032,530-547-5521,,Shasta,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,13,0,1,0,Yes,"23963 Whitmore RD, Millville, CA","(40.54877, -122.1738)",40.54877,-122.1738
484,484,43030,Milpitas Fire Department,777 S Main ST,,Milpitas,CA,95035,777 S Main ST,,,Milpitas,CA,95035,408-586-2800,,Santa Clara,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,4,75,0,0,6,0,,"777 S Main ST, Milpitas, CA","(37.41912, -121.904074)",37.41912,-121.904074
485,485,37811,Miramar Fire Department,PO Box 452006,,San Diego,CA,92145-2006,,,PO Box 452006,San Diego,CA,92145-2006,858-307-1962,858-307-6535,San Diego,Career,Federal government (Department of Defense fire department),,2,51,0,0,5,0,No,"PO Box 452006, San Diego, CA","(43.24173125, -79.9229568)",43.24173125,-79.9229568
486,486,12145,Miranda Volunteer Fire Department,115 School RD,,Miranda,CA,95553,,,PO Box 252,Miranda,CA,95553,707-943-3100,707-943-3720,Humboldt,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,8,0,0,0,,"115 School RD, Miranda, CA","(40.235808, -123.821987)",40.235808,-123.821987
487,487,27095,Mission Soledad Rural Fire Protection District,2221 Garden RD,,Monterey,CA,93940,,,PO Box 156,Soledad,CA,93960-0156,831-333-4600,831-333-2660,Monterey,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,0,0,0,0,No,"2221 Garden RD, Monterey, CA","(36.587325, -121.859325)",36.587325,-121.859325
488,488,50040,Modesto Fire Department,409 12TH ST,,Modesto,CA,95354-2401,409 12TH ST,,,Modesto,CA,95354-2401,209-572-9590,209-578-9591,Stanislaus,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.modestogov.com/149/Fire-Department,16,152,0,0,10,0,No,"409 12TH ST, Modesto, CA","(37.6364, -120.992262)",37.6364,-120.992262
489,489,15023,Mojave Air and Space Port Fire Department,1434 Flightline,,Mojave,CA,93501-2016,1434 Flightline,,,Mojave,CA,93501-2016,661-824-5240,661-824-2597,Kern,Mostly volunteer,Regional/metropolitan transportation authority or airport fire department,,1,3,0,8,0,0,Yes,"1434 Flightline, Mojave, CA","(35.056792, -118.157834)",35.056792,-118.157834
490,490,05025,Mokelumne Hill Fire Protection District,8160 Church ST,,Mokelumne Hill,CA,95245-9614,8160 Church ST,,,Mokelumne Hill,CA,95245-9614,209-286-1389,209-286-1675,Calaveras,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,12,0,0,0,No,"8160 Church ST, Mokelumne Hill, CA","(38.298855, -120.703165)",38.298855,-120.703165
